id,pointer,path,line,byte_column,status,disposition,symbol_or_contract,replacement_or_reason,evidence,source
d746b93489aa,Assets/Editor/Regression/BuildEconomyRegression.cs:1780:58,Assets/Editor/Regression/BuildEconomyRegression.cs,1780,58,UNREVIEWED,,,,,        //      keys (BuildingTierCatalog.cs:61-62); costFood appears ZERO times in either
3a5b0de3a770,Assets/Editor/Regression/BuildEconomyRegression.cs:1789:64,Assets/Editor/Regression/BuildEconomyRegression.cs,1789,64,UNREVIEWED,,,,,"        //    * ""Stone"" is the LIVE player-facing word for the Food wallet slot"
ff02a05f3282,Assets/Editor/Regression/BuildEconomyRegression.cs:1791:17,Assets/Editor/Regression/BuildEconomyRegression.cs,1791,17,UNREVIEWED,,,,,        //      FOOD and Stone reuses that persisted slot;
43fdc09a5645,Assets/Editor/Regression/BuildEconomyRegression.cs:1847:77,Assets/Editor/Regression/BuildEconomyRegression.cs,1847,77,UNREVIEWED,,,,,"                             ""from the bank's own speller - 'Stone' for the Food slot is stated in exactly one "" +"
8e3e2f8db62d,Assets/Editor/Regression/BuildInventoryFilterRegression.cs:52:30,Assets/Editor/Regression/BuildInventoryFilterRegression.cs,52,30,UNREVIEWED,,,,,"        /// <c>StructureRole.FoodStore</c> is <c>""food_store""</c> - a role **no catalog row claims**"
913e738ba3ea,Assets/Editor/Regression/BuildInventoryFilterRegression.cs:52:51,Assets/Editor/Regression/BuildInventoryFilterRegression.cs,52,51,UNREVIEWED,,,,,"        /// <c>StructureRole.FoodStore</c> is <c>""food_store""</c> - a role **no catalog row claims**"
b587256dc584,Assets/Editor/Regression/BuildInventoryFilterRegression.cs:54:77,Assets/Editor/Regression/BuildInventoryFilterRegression.cs,54,77,UNREVIEWED,,,,,"        /// trap WO-1416 fixed on the producer axis, where <c>StructureRole.FoodProducer</c> named a"
5389d8b1fd81,Assets/Editor/Regression/BuildInventoryFilterRegression.cs:57:89,Assets/Editor/Regression/BuildInventoryFilterRegression.cs,57,89,UNREVIEWED,,,,,"        /// The constant should be retired to <c>StoneStore = ""stone_store""</c> the way FoodProducer"
e0ed6b627de9,Assets/Editor/Regression/BuildMenuLayoutRegression.cs:452:31,Assets/Editor/Regression/BuildMenuLayoutRegression.cs,452,31,UNREVIEWED,,,,,"            if (line.IndexOf(""Food"", StringComparison.Ordinal) >= 0 || line.IndexOf(""Crystals"", StringComparison.Ordinal) >= 0)"
ce8a6e76ba19,Assets/Editor/Regression/BuildMenuRealEconomyRegression.cs:153:96,Assets/Editor/Regression/BuildMenuRealEconomyRegression.cs,153,96,UNREVIEWED,,,,,"                Why     = ""per-tick defender upkeep drain, pre-gated on the line above by econ.Food/econ.Wood >= upkeep; a short tick is best-effort by design (defenders survive, recruitment is what gets blocked)."","
5efd440891e4,Assets/Editor/Regression/BuildMenuRealEconomyRegression.cs:329:64,Assets/Editor/Regression/BuildMenuRealEconomyRegression.cs,329,64,UNREVIEWED,,,,,"            AssertInt(failures, ""[ledger-read] MaterialCount(\""food\"")"", vm.MaterialCount(""food""), ledger.Stone);"
fab15b26118c,Assets/Editor/Regression/BuildMenuRealEconomyRegression.cs:329:92,Assets/Editor/Regression/BuildMenuRealEconomyRegression.cs,329,92,UNREVIEWED,,,,,"            AssertInt(failures, ""[ledger-read] MaterialCount(\""food\"")"", vm.MaterialCount(""food""), ledger.Stone);"
c81ae38419b2,Assets/Editor/Regression/BuildMenuRealEconomyRegression.cs:839:41,Assets/Editor/Regression/BuildMenuRealEconomyRegression.cs,839,41,UNREVIEWED,,,,,"            ""case\\s*\""(wood|stone|iron|food|crystal|crystals|coin|coins|gold|magic)\""\\s*:\\s*return\\s+[0-9]+\\s*;"","
be3360204716,Assets/Editor/Regression/BuildingUpgradeAuthorityRegression.cs:62:79,Assets/Editor/Regression/BuildingUpgradeAuthorityRegression.cs,62,79,UNREVIEWED,,,,,"                // Fund the GameState wallet generously (Wood/Iron top-level; Food/Crystals in Resources),"
cf2c52d69fe5,Assets/Editor/Regression/BuildingUpgradeRegression.cs:209:78,Assets/Editor/Regression/BuildingUpgradeRegression.cs,209,78,UNREVIEWED,,,,,"        /// <summary>WO-855 section 4 resource basket: wood + 1.5*iron + 1.0*food (+2.0*crystals,"
3785c81e5e44,Assets/Editor/Regression/BuildingUpgradeRegression.cs:211:67,Assets/Editor/Regression/BuildingUpgradeRegression.cs,211,67,UNREVIEWED,,,,,"        private static float Basket(float wood, float iron, float food) => wood + 1.5f * iron + food;"
2aa4a165854a,Assets/Editor/Regression/BuildingUpgradeRegression.cs:211:97,Assets/Editor/Regression/BuildingUpgradeRegression.cs,211,97,UNREVIEWED,,,,,"        private static float Basket(float wood, float iron, float food) => wood + 1.5f * iron + food;"
a16abbb5b600,Assets/Editor/Regression/BuildingUpgradeRegression.cs:227:20,Assets/Editor/Regression/BuildingUpgradeRegression.cs,227,20,UNREVIEWED,,,,,"            float eFood = PerHour(farm, 1, 1f, 1);"
e342c1d496f3,Assets/Editor/Regression/BuildingUpgradeRegression.cs:229:40,Assets/Editor/Regression/BuildingUpgradeRegression.cs,229,40,UNREVIEWED,,,,,"                 Basket(eWood, eIron, eFood), 1200f, 5000f);"
b98c4647dc14,Assets/Editor/Regression/BuildingUpgradeRegression.cs:241:20,Assets/Editor/Regression/BuildingUpgradeRegression.cs,241,20,UNREVIEWED,,,,,"            float mFood = PerHour(farm, 3, 1f, 3);"
c5ac34c4284f,Assets/Editor/Regression/BuildingUpgradeRegression.cs:243:40,Assets/Editor/Regression/BuildingUpgradeRegression.cs,243,40,UNREVIEWED,,,,,"                 Basket(mWood, mIron, mFood), 8000f, 30000f);"
72499034da23,Assets/Editor/Regression/BuildingUpgradeRegression.cs:251:20,Assets/Editor/Regression/BuildingUpgradeRegression.cs,251,20,UNREVIEWED,,,,,"            float lFood = PerHour(farm, farm.MaxLevel, 1f, 6);   // ProductionMultFor(""farm"") is 1.0 - see report"
fd64ae7f731c,Assets/Editor/Regression/BuildingUpgradeRegression.cs:253:40,Assets/Editor/Regression/BuildingUpgradeRegression.cs,253,40,UNREVIEWED,,,,,"                 Basket(lWood, lIron, lFood), 50000f, 170000f);"
61a63d87c561,Assets/Editor/Regression/BuildingUpgradeRegression.cs:277:80,Assets/Editor/Regression/BuildingUpgradeRegression.cs,277,80,UNREVIEWED,,,,,"        //  are both ""lumbermill"", so the lookup collided and the perk landed. Food"
0922333608fe,Assets/Editor/Regression/BuildingUpgradeRegression.cs:279:13,Assets/Editor/Regression/BuildingUpgradeRegression.cs,279,13,UNREVIEWED,,,,,"        //  food perk (up to +45%, and paid for) resolved to the 1.0 default and did"
01596ac62cf2,Assets/Editor/Regression/BuildingUpgradeRegression.cs:324:55,Assets/Editor/Regression/BuildingUpgradeRegression.cs,324,55,UNREVIEWED,,,,,"                // The owner's 2026-08-04 ruling: the food ladder MOVED onto the farm, and the"
a6ba604b9286,Assets/Editor/Regression/BuildingUpgradeRegression.cs:334:55,Assets/Editor/Regression/BuildingUpgradeRegression.cs,334,55,UNREVIEWED,,,,,"                        ""prop, not a building, so the food ladder lives on 'farm'. Re-aliasing it lets a "" +"
64c1116bef3e,Assets/Editor/Regression/BuildingUpgradeRegression.cs:773:79,Assets/Editor/Regression/BuildingUpgradeRegression.cs,773,79,UNREVIEWED,,,,,"        // ModifierService.ProductionMultFor maps lumbermill->wood, windmill->food,"
43b46fd0ee0c,Assets/Editor/Regression/BuildingUpgradeRegression.cs:776:38,Assets/Editor/Regression/BuildingUpgradeRegression.cs,776,38,UNREVIEWED,,,,,"            { ""woodProductionMult"", ""foodProductionMult"", ""resourceEfficiencyMult"" };"
3e8579f9f1af,Assets/Editor/Regression/BuildingUpgradeRegression.cs:887:56,Assets/Editor/Regression/BuildingUpgradeRegression.cs,887,56,UNREVIEWED,,,,,"                failures.Add(""[echo-scaling] Wood/Iron/Food must each produce 3600/hour (5 every 5 seconds) at level 1"");"
afb34debd529,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:59:77,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,59,77,UNREVIEWED,,,,,"            log.AppendLine($""  catalog row '{SpireId}': wood={rowCost.wood} food={rowCost.stone} iron={rowCost.iron} crystals={rowCost.crystals}"");"
f95a3d542f80,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:273:21,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,273,21,UNREVIEWED,,,,,"                int foodBefore = throwaway.Resources.Stone, crystalsBefore = throwaway.Resources.Crystals;"
0de8eeb09860,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:280:21,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,280,21,UNREVIEWED,,,,,                int foodD = throwaway.Resources.Stone - foodBefore;
026cf145ca7c,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:280:57,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,280,57,UNREVIEWED,,,,,                int foodD = throwaway.Resources.Stone - foodBefore;
125c380bf687,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:282:66,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,282,66,UNREVIEWED,,,,,"                log.AppendLine($""  granted deltas: wood=+{woodD} food=+{foodD} iron=+{ironD} crystals=+{crysD}"");"
4fe188091e6f,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:282:73,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,282,73,UNREVIEWED,,,,,"                log.AppendLine($""  granted deltas: wood=+{woodD} food=+{foodD} iron=+{ironD} crystals=+{crysD}"");"
7dad5d035b7a,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:284:21,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,284,21,UNREVIEWED,,,,,"                if (foodD != rowCost.stone) failures.Add($""[castle-plans] food delta {foodD} != catalog {rowCost.stone}"");"
e4aba74f6e4d,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:284:75,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,284,75,UNREVIEWED,,,,,"                if (foodD != rowCost.stone) failures.Add($""[castle-plans] food delta {foodD} != catalog {rowCost.stone}"");"
34ea335852fb,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:284:87,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,284,87,UNREVIEWED,,,,,"                if (foodD != rowCost.stone) failures.Add($""[castle-plans] food delta {foodD} != catalog {rowCost.stone}"");"
41fa54b47494,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:297:92,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,297,92,UNREVIEWED,,,,,                    || throwaway.Iron - ironBefore != ironD || throwaway.Resources.Stone - foodBefore != foodD)
4f70e29f3085,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:297:106,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,297,106,UNREVIEWED,,,,,                    || throwaway.Iron - ironBefore != ironD || throwaway.Resources.Stone - foodBefore != foodD)
b459c0398ae3,Assets/Editor/Regression/CastlePlansUnlockRegression.cs:377:32,Assets/Editor/Regression/CastlePlansUnlockRegression.cs,377,32,UNREVIEWED,,,,,"                    stone = c[""food""]?.Value<int>() ?? 0,"
ae689bf5727e,Assets/Editor/Regression/CloudLoadRestoreRegression.cs:193:107,Assets/Editor/Regression/CloudLoadRestoreRegression.cs,193,107,UNREVIEWED,,,,,"                failures.Add($""[A] cloud load lost the row's resources (crystals={st.Resources.Crystals}, food={st.Resources.Stone}; expected 777/42) - "" +"
b5819a60cd92,Assets/Editor/Regression/CloudLoadRestoreRegression.cs:225:69,Assets/Editor/Regression/CloudLoadRestoreRegression.cs,225,69,UNREVIEWED,,,,,"            var stale = BuildTownRow();   // carries crystals 777 / food 42 / a ""market"""
fbd5c16596c6,Assets/Editor/Regression/CloudLoadRestoreRegression.cs:235:116,Assets/Editor/Regression/CloudLoadRestoreRegression.cs,235,116,UNREVIEWED,,,,,"                failures.Add($""[B] a stale server row OVERWROTE local resources (crystals={st.Resources.Crystals}, food={st.Resources.Stone}; "" +"
249a54db10ea,Assets/Editor/Regression/CollectorIncomeRegression.cs:31:54,Assets/Editor/Regression/CollectorIncomeRegression.cs,31,54,UNREVIEWED,,,,,// Post-WO-855 that free baseline is ~720 wood + 936 food + 432 iron per hour for a
aa933e374c36,Assets/Editor/Regression/CollectorIncomeRegression.cs:798:93,Assets/Editor/Regression/CollectorIncomeRegression.cs,798,93,UNREVIEWED,,,,,"                                 ""(storageResource='"" + storageRes + ""') - collectors yield Food/Wood/Iron only"");"
348f7139d15d,Assets/Editor/Regression/CollectorIncomeRegression.cs:1042:111,Assets/Editor/Regression/CollectorIncomeRegression.cs,1042,111,UNREVIEWED,,,,,"                failures.Add($""[popup-and-result-agree] line 2 = {agg[2].Resource}/{agg[2].Pending}; expected Food(Stone)/874 - rail order Wood/Iron/Stone"");"
56aa93e06491,Assets/Editor/Regression/CollectorIncomeRegression.cs:1152:136,Assets/Editor/Regression/CollectorIncomeRegression.cs,1152,136,UNREVIEWED,,,,,"                failures.Add(""[overflow-stays-pending] Collect does not read the APPLIED basket back from GrantSpendable for wood/iron/food - "" +"
99c97e936de5,Assets/Editor/Regression/CollectorIncomeRegression.cs:1201:62,Assets/Editor/Regression/CollectorIncomeRegression.cs,1201,62,UNREVIEWED,,,,,        //    * the only C# role constant said StructureRole.FoodProducer =
efe45d3037fc,Assets/Editor/Regression/CollectorIncomeRegression.cs:1202:18,Assets/Editor/Regression/CollectorIncomeRegression.cs,1202,18,UNREVIEWED,,,,,"        //      ""food_producer"", a role NO row claims, so StructureRoles resolved NULL"
72d909f9e43a,Assets/Editor/Regression/CollectorIncomeRegression.cs:1206:75,Assets/Editor/Regression/CollectorIncomeRegression.cs,1206,75,UNREVIEWED,,,,,"        //    * the harvest tick printed the RAW ENUM (`{def.Yields}` -> ""Food"") while the"
632fc8b57606,Assets/Editor/Regression/CollectorIncomeRegression.cs:1210:27,Assets/Editor/Regression/CollectorIncomeRegression.cs,1210,27,UNREVIEWED,,,,,"        //  nothiong uses food, was replaced by stone which actually has uses""."
22b82b0dd95f,Assets/Editor/Regression/CollectorIncomeRegression.cs:1219:60,Assets/Editor/Regression/CollectorIncomeRegression.cs,1219,60,UNREVIEWED,,,,,        //  HarvestResource.Stone are LIVE PERSISTED KEYS. Food IS the Stone wallet slot
cafbcaa24b64,Assets/Editor/Regression/CollectorIncomeRegression.cs:1224:59,Assets/Editor/Regression/CollectorIncomeRegression.cs,1224,59,UNREVIEWED,,,,,        //  [tick-word] fails. Equally: put StructureRole.FoodProducer back at
ffff8e54e516,Assets/Editor/Regression/CollectorIncomeRegression.cs:1241:43,Assets/Editor/Regression/CollectorIncomeRegression.cs,1241,43,UNREVIEWED,,,,,"                if (Regex.IsMatch(role, @""FoodProducer\s*=""))"
6dd4b333b74e,Assets/Editor/Regression/CollectorIncomeRegression.cs:1242:70,Assets/Editor/Regression/CollectorIncomeRegression.cs,1242,70,UNREVIEWED,,,,,"                    failures.Add(Tag + ""StructureRole still declares FoodProducer - no catalog row claims "" +"
76ca2afac135,Assets/Editor/Regression/CollectorIncomeRegression.cs:1243:36,Assets/Editor/Regression/CollectorIncomeRegression.cs,1243,36,UNREVIEWED,,,,,"                                 ""'food_producer' (the Quarry authors 'stone_producer'), and a named role nothing "" +"
3b4b08c6e1ec,Assets/Editor/Regression/CollectorIncomeRegression.cs:1269:43,Assets/Editor/Regression/CollectorIncomeRegression.cs,1269,43,UNREVIEWED,,,,,"                    if (m.Value.Contains(""FoodProducer""))"
c18e4da78704,Assets/Editor/Regression/CollectorIncomeRegression.cs:1271:53,Assets/Editor/Regression/CollectorIncomeRegression.cs,1271,53,UNREVIEWED,,,,,"                                     ""StructureRole.FoodProducer - that role is unclaimed, so the Quarry tile reads "" +"
17a669082a29,Assets/Editor/Regression/CollectorIncomeRegression.cs:1301:81,Assets/Editor/Regression/CollectorIncomeRegression.cs,1301,81,UNREVIEWED,,,,,"                                 ""ToString()s the frozen persisted slot name (\""Food\"") while every other surface "" +"
966279793a62,Assets/Editor/Regression/CollectorOverflowRegression.cs:340:41,Assets/Editor/Regression/CollectorOverflowRegression.cs,340,41,UNREVIEWED,,,,,"                             ""wood/iron/food - it is trusting its own request local again, which is how a silent loss hides"");"
3bd2b0001edc,Assets/Editor/Regression/CollectorOverflowRegression.cs:387:70,Assets/Editor/Regression/CollectorOverflowRegression.cs,387,70,UNREVIEWED,,,,,"            if (!Regex.IsMatch(body, @""GrantSpendable\(\s*(wood|iron|food|crystals):\s*ask\s*\)""))"
9668b5e0de71,Assets/Editor/Regression/CollectorStackPropCatalogRegression.cs:22:54,Assets/Editor/Regression/CollectorStackPropCatalogRegression.cs,22,54,UNREVIEWED,,,,,"//      resource the owner picked a prop for (Wood / Food / Iron, stated 2026-08-16:"
5396ac094014,Assets/Editor/Regression/CollectorStackPropCatalogRegression.cs:300:55,Assets/Editor/Regression/CollectorStackPropCatalogRegression.cs,300,55,UNREVIEWED,,,,,"                     "" owner-picked resource(s) (Wood/Food/Iron, selection stated 2026-08-16) carry a "" +"
9a4b362b79cb,Assets/Editor/Regression/CoreSaveRegression.cs:421:79,Assets/Editor/Regression/CoreSaveRegression.cs,421,79,UNREVIEWED,,,,,"                ""\""state\"":{\""bestWave\"":12,\""resources\"":{\""crystals\"":300,\""food\"":90,\""coins\"":25},"" +"
65e7eddcccca,Assets/Editor/Regression/CoreSaveRegression.cs:634:61,Assets/Editor/Regression/CoreSaveRegression.cs,634,61,UNREVIEWED,,,,,"                // ruling — it was NOT softened: crystals/food stay pinned at 250/80, and the coins"
44b2da65815b,Assets/Editor/Regression/CostBasketSeparationRegression.cs:16:49,Assets/Editor/Regression/CostBasketSeparationRegression.cs,16,49,UNREVIEWED,,,,,//   * REGULAR structures cost wood + iron (+/- food where already used). NEVER crystals.
de7597bafe90,Assets/Editor/Regression/CostBasketSeparationRegression.cs:23:65,Assets/Editor/Regression/CostBasketSeparationRegression.cs,23,65,UNREVIEWED,,,,,//                                       iron (+ their existing food). NOTE: one of the two rows
9e363850ac94,Assets/Editor/Regression/CostBasketSeparationRegression.cs:287:56,Assets/Editor/Regression/CostBasketSeparationRegression.cs,287,56,UNREVIEWED,,,,,"                          ""Basket is crystals + iron + food. v18. Wood (150) folded 1:1 into CRYSTALS."" } },"
02ffa6462f1d,Assets/Editor/Regression/CostBasketSeparationRegression.cs:371:29,Assets/Editor/Regression/CostBasketSeparationRegression.cs,371,29,UNREVIEWED,,,,,        //  (costWood / costFood / costCrystal per tier) and this oracle never looked at
2f8dca02653e,Assets/Editor/Regression/CostBasketSeparationRegression.cs:380:46,Assets/Editor/Regression/CostBasketSeparationRegression.cs,380,46,UNREVIEWED,,,,,        //  regular basket here reads wood + food.
5885b62f3e6f,Assets/Editor/Regression/CostBasketSeparationRegression.cs:438:113,Assets/Editor/Regression/CostBasketSeparationRegression.cs,438,113,UNREVIEWED,,,,,"                                         ""oracle only read structures-catalog.json. Fold the crystals into wood/food."");"
ec4617164a16,Assets/Editor/Regression/CostBasketSeparationRegression.cs:464:20,Assets/Editor/Regression/CostBasketSeparationRegression.cs,464,20,UNREVIEWED,,,,,"        //  (wood, food, iron, crystals, coins), BuildModeController re-wrapping (c.wood,"
12c78e137e51,Assets/Editor/Regression/CostBasketSeparationRegression.cs:802:113,Assets/Editor/Regression/CostBasketSeparationRegression.cs,802,113,UNREVIEWED,,,,,"                                         ""pinned MAGICAL set - WO-947: regular structures cost wood + iron (+/- food) "" +"
e0d94b480dbd,Assets/Editor/Regression/CostBasketSeparationRegression.cs:936:62,Assets/Editor/Regression/CostBasketSeparationRegression.cs,936,62,UNREVIEWED,,,,,                        // Regular basket = WOOD + IRON (+/- food). Crystals are out.
